id,q_id,method,retrieve_text,score,source
383364f1-20bd-450d-a574-287863590039,13,固定大小,"拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染。

「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削",0,data_04.txt
8462e213-67c6-48b0-9d1f-9c483ef2363f,13,固定大小,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體。

基爾瑪——馬紹爾群島核委會主席
80年前，美國向日本廣島和長崎投下2顆原子彈結束二次世界大戰，當下造成約11萬人喪生，卻也開啟核子時代。各國進入冷戰時期後力拚軍備競賽，包含美國、蘇聯、英國",0,data_04.txt
ed14a139-d944-422d-b42f-1c94f81ba6d0,14,固定大小,"2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用",0,data_02.txt
b0008056-155b-495f-9961-a10b8f4a9a05,14,固定大小,"造訪上空的間隔更短。
根據國家太空中心提供的資料，「福衛八號」第一顆衛星「齊柏林衛星」，編號FS-8A，自2017年開始規劃，研發費用2億元、造價3億元，屬於「第三期國家太空科技發展長程計畫」251億元的其中一部分。

就如同國家太空中心官網上公開的「探索太空」五大任務：太空經濟、太空公共基礎建設、國家安全、國際合作、學術研究，其中名列第三項的「國家安全」是「發展太空科技用於情報搜集、地理監視和通訊安全，從而增強台灣的防衛能力和區域穩定。同時，亦有助於提升我國對抗網路攻擊和其他非傳統安全威脅」，說明了台灣投入經費研發與製造遙測衛星，其中一項很少被關注、只能做不能說的任務。

精細影像堆疊，OS",0,data_05.txt
6c8e2d99-e196-496b-a546-50c0066194e0,14,固定大小,"福衛八號．任重高飛
用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？
台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──總統賴清德在出席「福衛八號」起運至美國的典禮中也提到「國家安全」──靠著長期累積的取像，能進行更多情報研析，甚至解讀解放軍的各種軍事動作。這些工作長期以來「只能做不能說」，《報導者》這次專訪國家太空中",0,data_05.txt
0a73b0a5-72a0-40cf-bcaa-d0f73631d696,15,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。
數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、",0,data_03.txt
4b1c70a9-3fbf-494e-b853-5de9c43eaafa,15,固定大小,"走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數",0,data_03.txt
c9beda3d-0555-4f6e-a6e8-b56ebe9c4534,15,固定大小,"會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。",0,data_03.txt
bc7aada0-fcde-4836-83cf-fb3f1e3b2c1e,16,固定大小,"布「齊柏林衛星」光學解析度可拍攝到距離地面近達1公尺的影像，國科會主委吳誠文在起運典禮上表示，「前兩顆衛星會是同樣的解析度，接下來的衛星將朝解析度70公分甚至50公分邁進，利用科技實力守護台灣。」

但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信",0,data_05.txt
104ef87c-2fe2-4197-97a2-b45c2616d3cb,16,固定大小,"，光憑著中國官媒影像與免費遙測影像就能比對出來，如果有更精細的影像，肯定能做到更多軍情研判。

解放軍也知道台灣有衛星，難道不會盡量掩蔽嗎？林穎佑解釋，掩蔽只是一時的，出動訓練就會見光，除非是偷襲才會選在晚上，平時演訓為了確保安全還是會以白天、且風平浪靜的時候為主，避免訓練過程出現變數或意外；意即解放軍平日雖可透過掩體將軍事裝備隱藏，但訓練過程就沒辦法，這也是為什麼美國或中國這麼重視遙測衛星的原因，這些功能在軍事上無可取代。

「當然遙測也不是毫無缺點，畢竟影像沒有聲音，還是得輔助電子監聽以及情報蒐集，才能整合成完整的立體網絡，」林穎佑說。

為什麼花錢也買不到「需要的情蒐」？
國家太空中心公",0,data_05.txt
ba86e47d-c819-4e40-8df6-ada218217405,16,固定大小,"
從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空。",0,data_02.txt
269ed989-ee30-4d8c-9354-674cfa84769d,17,固定大小,"走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數",0,data_03.txt
0c08a83f-59af-4acd-8e8c-ba9eadab6b86,17,固定大小,"據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。
今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社",0,data_03.txt
2be6e396-7546-482c-ab7a-e97caa8e8e8e,17,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。
數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、",0,data_03.txt
6ca8c3b7-02fb-4769-9e6a-d215bb046f12,18,固定大小,"分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。

例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。

此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。

「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園
1946年至1958年間",0,data_04.txt
36218d36-6ee4-4e7d-a77a-5ec771b00bed,18,固定大小,"冰洋的新地島、英國選定澳洲及其離島、法國在阿爾及利亞與法屬玻里尼西亞進行、中國則以新疆西部的羅布泊作為核試驗場。

但是，這樣就能避免核輻射帶來的傷害嗎？

僅一瞬的爆炸 成了揮不去的輻射陰霾

核爆能量有一半以衝擊波形式釋放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。

除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。

由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核",0,data_04.txt
d9a9b418-5c6d-4bb6-8667-0b466a0a77de,18,固定大小,"，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。

美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。

美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能重返家園。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年",0,data_04.txt
0f4b9ac6-c237-4131-abff-d96c9a5a966a,19,固定大小,"減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。

如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。",0,data_04.txt
77b42a15-0513-4dcd-8490-abd32b9217a4,19,固定大小,"拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染。

「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削",0,data_04.txt
1f216e70-d357-4711-95c2-d80b536f2e61,19,固定大小,"、法國及中國等國，都爭相研製威力更大的核武。

根據美國軍備控制協會統計，自1945年以來，至少有8國在數十處試驗場執行共2056次核試爆，其中520次是早期直接在大氣中引爆，導致放射性物質在大氣層擴散；也有少數在水下進行，已知8次；此外還有1528次在地下引爆，在土壤中留下污染。


核試驗直到1996年多國簽署《全面禁止核試爆條約》後才減少，只有印度、巴基斯坦及北韓等國在此後仍進行核試驗，最近一次是由北韓在2017年時執行。


1949年起，蘇聯在哈薩克小鎮塞米巴拉金斯克設立核試驗秘密基地，執行456次核彈試爆，直到1991年哈薩克政府關閉核設施，核武才不再出現在這塊土地上，然而當地居民",0,data_04.txt
30fd7f20-1db9-4810-84ae-ff1684ee48bb,20,固定大小,"2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用",0,data_02.txt
6b05dc49-a90e-4e6a-935b-cd852a8b649e,20,固定大小,"心（TASA）談起這項國安任務，並訪問軍事專家分析，未來「福衛八號」搭配其他商用衛星，能幫台灣的國家安全做什麼？
2025年7月，「福衛八號」正在緊鑼密鼓進行各項測試時，《報導者》獲准進入國家太空中心整測廠房採訪。進入前規定所有人員一律換上無塵衣，更得在空氣浴塵室（air shower）以高速噴氣將衣服物品附著的灰塵、靜電清除乾淨，並把手機等通訊產品都要交出鎖在櫃子統一管制才能踏進廠房──「福衛八號」構造有部分設計屬於機密等級，因此管制與晶圓廠類似，衛星資料處理組更是國家資安A級單位。

400公斤重的「福衛八號」第一顆遙測衛星「齊柏林衛星」宛如一台大型照相機，它被送上太空、送進軌道繞行地球後",0,data_05.txt
4820ef94-bcc3-41f9-9a0c-19e829cefa7c,20,固定大小,"造訪上空的間隔更短。
根據國家太空中心提供的資料，「福衛八號」第一顆衛星「齊柏林衛星」，編號FS-8A，自2017年開始規劃，研發費用2億元、造價3億元，屬於「第三期國家太空科技發展長程計畫」251億元的其中一部分。

就如同國家太空中心官網上公開的「探索太空」五大任務：太空經濟、太空公共基礎建設、國家安全、國際合作、學術研究，其中名列第三項的「國家安全」是「發展太空科技用於情報搜集、地理監視和通訊安全，從而增強台灣的防衛能力和區域穩定。同時，亦有助於提升我國對抗網路攻擊和其他非傳統安全威脅」，說明了台灣投入經費研發與製造遙測衛星，其中一項很少被關注、只能做不能說的任務。

精細影像堆疊，OS",0,data_05.txt
